epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2448.51,1.22448,1.84675,1.13127,0.76895,0.52986,0.57971,0.38608,1.04356,1.14476,0.95755,0.00333256,0.00333256,0.00333256
